Name,Address,Phone,Speciality,Price_rate,Website,Total_Reviews,Reviews
Stacks Bistro,628 Antrim Road Newtownabbey BT36 4RF,04428 9083 3932,Coffee & Tea Shops Breakfast & Brunch,£,no_website,1 review,"Ok I am updating my review. I have always rated this place as nice but my experience was very different this time. ||| I ordered a Cesar salad. OK a salad! How can you get it wrong. Well I thought that until today.  ||| I was given a plate with practically no lettuce. Soggy, greasy, battered chicken. It did not state that the chicken was battered! The bacon was full of fat. Crispy fat wouldn't have been so bad bit this wasn't the case. Two large portions of cheddar cheese placed at either side and onions placed in a pile. ||| Now if you look at my reviews I very rarely complain. I do love food! After the second mouthful I had to return it as it was really not nice. The waitress said that the kitchen was closed and thay there was nothing else. She also tod ne that this was the way they serve the cesar salad. Nowhere on the menu stated that this was  different from a traditional cesar. Even if it had said a Stacks Cesar I would have questioned it.  |||  I was not charged for it as I had not eaten it but was left sitting hungry while my two children finished there meals. Even if the kitchen was closed I an sure they could have found some unbattered chicken to throw into another salad.  |||  Not a happy customer! ||| After a late night out drinking I needed a big fry up to soak up everything from the night before. We decided to try Stacks as it's only round the corner from us.  |||  There's certainly nothing fancy about this place but it is clean and the waitress who served us was fantastic! We both ordered the large fry and a portion of beans each which was served separately. I prefer this cause I am picky where my beans mix.  |||  A cup of tea/coffee is included in the price.  |||  Overall a good breakfast!  I couldn't believe the price , it was only £11.50 for 2x large frys, 2× portions of beans 2x coffee and a hot chocolate! Will definitely return. |||  During the evening they do pizzas and it's BYO. I think the kids would enjoy it too."
Silver Lough Chinese Takeaway,160 Antrim Road Newtownabbey BT36 7QZ,028 9077 1383,Restaurants,no_pricerate,no_website,no_reviews,No Reviews
New Taste,7 Carnmoney Rd Glengormley Newtownabbey BT36 6HL,028 9084 0330,Chinese,no_pricerate,no_website,3 reviews,"I would estimate that about 99% of all Chinese takeaways, in Belfast, are exactly the same. I have always loved the authentic Chinese food that I've tasted, but the fact that there are some junctions or small areas in Belfast that have loads of takeaway joints all firing out gravy half & halfs to people who don't know any better just makes me feel like crying.  ||| Does anybody ever try to do anything new or originally Chinese? Such a huge country with millennia of fascinating culinary history.  ||| New Taste on the Carnmoney Road is at least a bit different; they claim to offer authentic lime curry, Korean and Mongolian stuff, all of which I've tried, as well as the usual suspects. The Mongolian sauce is the most memorable - spicy beef with a dollop of soured yoghurt on top. And while properly-made Satay is one of the most amazing (and easy to make) things on the face of the Planet Earth, New Taste's is still gravy made from a bought-in commercial base.  ||| But, at least they make a wee bit of an effort to do something different from all the usual rubbish. ||| We have always ordered form Nwlew taste but this was definitely our last time. On a couple of occasions we've waited for nearly two hours for a delivery that we were told would take 30 mins. The lady on the phone was lovely so we just forgot about it. Tonight I ordered crispy, honey chilli beef from the menu. What I received was a very bland ordinary beef dish. Not crispy or like honey chiil at all. I phoned and was told that it's the way it should be!!!!!!! Def not! I would have been happy to keep it if it was at least tasty but it was completely bland. They have re delivered another dish, chicken Satay and ince again it is awful. I've had this dish before and it's always good. We will absolutely never order again from here. You've just lost a good customer!! ||| Forget your order! ||| Lie to you about it (not even convincingly)! ||| Ordered food and was told 1 hour to delivery. ||| 2 hours later still no food. ||| Phoned to ask where it was - told ""It's on its way! Just left!"". VERY ABRUPT! VERY RUDE! ||| Food arrived 20 minutes later (spring rolls scalding hot straight from the fryer! I.e not 20 minutes from the fryer!) ||| I live half a mile from the restaurant so my only conclusion can be:- |||      They forgot my order; |||      They lied to me when I phoned to find out where the food was; |||      They cooked my order after having been reminded; |||      They then delivered the frreshly cooked food over 1 and a half hours late! ||| When I phoned to complain about this abysmal lack of service they hung up on me 3 times before I could make a complaint! ||| Do not go near this restaurant! They WILL screw you!"
Holland & Barrett,Abbeycentre Longwood Road Newtownabbey BT37 9UH,028 9086 2894,Delis,no_pricerate,hollandandbarrett.com,2 reviews,"This is a great Holland & Barrett - they do a massive range and it's all too easy to get overwhelmed, but the staff here are fantastic and more than willing to give help and advice - pretty much every time I use the store I ask to speak to staff and they have always been great! ||| The store has recently moved to a new location within the centre (in the unit Ann Summers was formerly in) so everything is brand new, bright, and modern. ||| They do pretty much every vitamin and mineral you could think of to keep your health in tip top condition, and also have a great range of health foods (often with samples available) ||| Don't forget to check out their penny sale, for featured items, you but one and get another item for a penny, which offers fab savings! ||| I have recently become much more aware of my previously highly unhealthy lifestyle and because of this I've found the urge to stock up on various multi vitamin tablets and the like. So I've been to this Holland & Barrrett store a lot more recently than I ever would have before, and each time I've been here I have been more than pleased with the service I've been given. The staff here must go through some strict training as they all seem to know so much about all their products! Good for them though, I would imagine that there would be nothing more annoying than coming in here seeking advice and the staff knowing les than you did! So I firmly trust the help and advice Holland & Barrrett give. They so a huge range of vitamins, health food, weight gain/loss aids and so on. If you're interested in any of the products they stock then all you need to do is talk to one of the staff who will be more than glad to help."
Bombay Dreams,75A Doagh Road Newtownabbey BT37 9QJ,028 9085 4040,Indian,no_pricerate,no_website,no_reviews,No Reviews
Coffee Bean Deli,4 Merville Garden Village Whiteabbey BT37 9TF,028 9085 9869,Coffee & Tea Shops Sandwiches,no_pricerate,no_website,6 reviews,"passing coffee bean deli Wednesday and thought to myself it looks busy in there so i went in.  i stopped going to coffee bean when the food went down hill and when i say down hill it went all the way to the bottom anyway to my surprise its under new management yes you got from me first THE CLOWN'S HAVE VACATED THE BUILDING the new owner is a pleasant lovely young lady who seems to know what shes doing and not frightened to try new ideas for starters the sandwich bar is back (and full) the coffee is out of this world and a must try there is cheese cake ,Browne's , quiche , wraps non off which i tried but they did look beautiful. the staff seems to be the same but i think the new owner has cracked the whip and they now know thare there to work. i will definitely be back if i can get a seat and would advice anyone to give it a go especially coffee lovers. ||| keep up the good work young lady.  sorry i don't know your name yet but i will get to know it as you'll be sick of seeing me. ||| ps..i would like to apologies for my spelling and grammer but i am so excited i just had to tell people........................... ||| Great wee place to sit for a coffee, old pictures on the walls of famous old singers like Sinatra. Good selection of lunches, sandwiches, soups . ||| I've lived around this area since I was born and I've always thought there should be a coffee shop in this area. Now there is, hooray, but I have to say I'm a little let down. I thought it would be nicer. Now I've only been in a few times, but I just don't feel drawn back to the place. Yes the service was polite and friendly, their wares sold for standard  prices, regulars seem at ease (it seems to be frequented by local shop workers) though I'd say it would be a good shop if you're passing by and don't fancy coffee in the Abbey Centre (who could blame you!) They also sell a range of hand made cards and at least the staff know about the coffee they sell.  ||| I don't want to knock it as I've finally got what I wanted but it could definitely be a lot better with just a little effort. ||| Stopped in about a dozen times over my most recent visit to see family in December 2014.  Very much enjoyed the coffee drinks and lunches.  The staff was very accommodating of my wife's GF needs.  I enjoyed the soup, various sandwiches and the Cappuccino ||| Best coffee and cakes in Newtownabbey. Have only used takeaway service. Will go back to enjoy sit in service. ||| Coffee bean deli coffee shop in merville, great FREE car parking has the best tasting lattes and cappucinos for miles... fantastic homemade scones decor, music and ambience 5* Just fab... staff really nice, need to get some high chairs!! this place is great just to relax have some lunch with your Mum or enjoy a coffee and read a book... I am COFFEE BEAN deli's biggest fan"
A Bar Towing Services,2 Trench Lane Newtownabbey BT36 4QJ,028 9084 4806,Restaurants,no_pricerate,no_website,1 review,"Don't have choice. It is raining and no other restaurants closed to the hotel. We ordered two pints house beer, steak and pasta."
Sen Asian Cuisine,Throne Centre 250 Whitewell Road Newtownabbey BT36 7TL,028 9077 3772,Asian Fusion,no_pricerate,no_website,no_reviews,No Reviews
Pearl River,8 Febro Building Newtownabbey BT36 5UN,028 9084 3786,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
The Crescent,5 Jennings Park Newtownabbey BT37 0NB,028 9086 2836,Fish & Chips,£,no_website,1 review,"There are 3 things that make The Crescent the best chip shop I know. ||| (1) Chicken fillet burgers ||| (2) Curry cheesy chips ||| (3)  Battered Mars Bars ||| To explain in more detail, for say roughly the past 5 years I've often visited both this branch (Monkstown) and their other in Kings Crescent. Used to be on a Friday night my friends and I would get the vodka in, go to the video store and rent a movie, then head to The Crescent for a good old dirty chippy. Ah those were the days! ||| Their chicken burgers are nearly the size of my head, no joke! They're scrummy! You really can't get a better burger anywhere else. The chicken is unbelievable juicy, completely tender and battered to perfection. They also make the nicest curry cheesy chips (I'm sure some of you reading this will be thinking, curry? and cheese? What? But really, don't knock it until you've tried it. Then you can thank me, you're welcome in advance by the way!) ||| And so we move on to the battered Mars Bars. Now, I know this is a controversial subject, a bit like Marmite, you either love it or hate it, but personally, I'm a lover (of Mars Bars, definitely not Marmite) and I dread to think that some of you poor souls won't even have heard of the greatness that is the battered Mars Bar. If this is the case, go to the Crescent right now and get one. It's one of those, you must try these before you die. You will not regret it!"
Pizza Hut,144 Antrim Road Newtownabbey BT36 7QR,028 9077 6667,Pizza Takeaway & Fast Food,no_pricerate,pizzahut.co.uk,5 reviews,"Nice wee lunchtime treat ... Didn't opt for the buffet but it also looked really nice and fresh ... Would try it the next time though. ||| Had the thin crust pepperoni with onion rings and it was delicious! ||| Fantastic pizza buffet.Staff friendly and unobtrusive. Superb unlimited salad bowl and pasta (my favourite being veggie). Only variable is which Pizza comes onto the Buffet and when, but then that's the fun of it!!!! ||| You just got yo love pizza  hut.. i like this store the fee times ive been its been quite   they have a new menu  which is great they have ni got  ribs and the chicken bites  r lovely  ||| Love  the salad bar  always  fresh ||| All u can eat for 5.99 ||| Also do really  good offers ||| Staff  r really nice  here ||| This is probably one of the better Pizza Huts. It's clean, basic and spacious. The kids always love the lunchtime buffet. All you can eat pizza, pasta and salad. It's a good price for the buffet and in this branch they keep the fresh pizza coming regularly. I have been to others and you have to wait for ages for a fresh one. The pizzas are fairly tasty if you get to them when they are just brought out. Again the pasta is ok but if left to sit then it bacomes all dried up. Sometimes there os plenty of salad choices, other days not so good. There lettuce is ussually a bit limp so not the freshest. The staff are pleasant and it's a spacious place, not too cramped. The kids always want ice cream after. It's unlimited and I only order one bowl between the two. There's no point ordering two if you can fill it as much as you like!   |||  I do like this place and I go back time and time again but I definitely don't feel it's worthy of more than 3 star's ||| First time I've been here in well over a year wasn't happy with it last time but now they have upped there game and gotten so much better food was cooked to perfection and desert was amazing too defo be back soon"
Jade House,36 Mallusk Road Newtownabbey BT36 4PP,028 9083 8688,Takeaway & Fast Food,no_pricerate,no_website,2 reviews,"Went to this Chinese tonight as my normal Chinese takaway was closed but this place didn't disappoint in any way portion sizes are really good and tasted really good and fast service DEFO be back here and not to expensive either ||| Don't eat in this chinese unless you like small portions and cheap rubbery chicken. Got a chicken curry and the chicken had that awful slimey texture u get when meat is not of a good standard. Now I have a reputation for being fussy but my partner also said it was horrible..Do yourself a favour and take ur money to The Original Elements, the portions r hearty and the food is really good. The Salted Chilli Chicken, Singapore Chow Mein, Chicken Curry all good."
KFC,376 Antrim Road Newtownabbey BT36 5EB,028 9084 9064,Takeaway & Fast Food Chicken Shop Chicken Wings,no_pricerate,kfc.co.uk,2 reviews,"Hot Zinger was fantastic.... I tried the medium strength one and it was very easily Downes, Defoe will have to go for the hottest. Staff friendly, service very good and restaurant was clean and tidy. ||| I have had such a bad experience of this place, and before I get started, can I just say that I am a massive KFC fan, but this place really did put me off for months, and I only started going back after it was put under new management.  ||| Anyway, last summer, around June, I bought a Toasted Twister Meal. Tasted alright, enjoyed it, but 3 days later I was bugged down with severe Camplyobacter food poisoning, which if you do some research, is from chicken mostly. My doctor had told me the most likely culprit was KFC.  ||| Camplyobacter is usually mild, but the bug I picked up in KFC made me unwell for 3-4 weeks.. I ended up down in hospital with dehydration and an increased heart rate which was bordering on dangerous. At one point, I was quite critical.  ||| After I recovered, I have never felt the same about going back to this KFC.. I always tell them to make sure my chicken is cooked properly and if I spot any pink looking meat, it goes into the bin. A few times I have been in and the place looks, well, rather unclean..  ||| I only go here at times because it is my closest KFC and sometimes cravings take over.. but my food poisoning experience has changed my view of this establishment forever."
La Gnosh Steak House,373 Antriam Road Newtownabbey BT36 5EB,no_phone,Steakhouses,no_pricerate,no_website,no_reviews,No Reviews
Little Sicily,373 Antrim Road Newtownabbey BT36 5EB,028 9084 2266,Italian,no_pricerate,no_website,no_reviews,No Reviews
Shaheen Tandoori Indian,The Throne Centre 252 Whitewell Road Newtownabbey BT36 7NH,028 9077 7779,Indian,no_pricerate,no_website,3 reviews,"January is a lean and depressing month so rather than go out for dinner we have opted for a couple of beers and a take away at home.  We really fancied Indian so decided to try here.  We weren't disappointed, their portions are big with plenty left over for another night.  We opted for their chilli and garlic chicken tikka masala, and a korma (don't under estimate a korma and say they are dull, they can be so tasty and satisfying if done right).  We had a side of chips and rice and peshwari nann, and 2 tins.  It was all cooked well with lots of flavour, and no random bits of veg thrown in, I hate it when they throw a bit of cauliflower or a load of broccoli into it.  It all came to about £20  which was certainly cheaper than going out for an Indian.    This may well be our regular, everyone needs a regular Indian! ||| I would have given 0 stars if I'd had the option. I ordered food tonight at 7:40 ( regular customer ) was told it would be with me shortly, which I was surprised at as it was a Saturday night. 1 hour passed no food , so I rang and was assured the food had left and was on its way. 40 mins later no food so I rang again but was continuously engaged. When I finally got through I told the girl I'd waited 2 hours and I wasn't happy (no reply) I then told her to cancel the order, phone her driver and pass my compliant to her manager ! Her reply was ""ok""! ||| Will go elsewhere! ||| I've said before about how much I LOVE Indian food, so when I discovered *shock horror* that The Sahara had closed down, and unfortunately my favourite Kinara don't deliver I resorted to the advice of my fellow Yelpers and decided to try out the Shaheen Tandoori Indian. Well, well, well, I wasn't let down (Thanks guys!) and I was delivered one of the nicest Indian meals I've had in a long time. I opted for the chilli, garlic masala, onion bahjee, and a cauliflower dish (I don't eat rice or bread so I get to be greedy!) and everything was just delicious. As one dish was particularly spicy I was glad the other provided a creamy, mild taste so I could alternate if the spice was too much for me! Definitely somewhere I'll be trying again. Goes to prove Yelp does work! I wouldn't have heard of this gorgeous place any other way."
Jospers,630 Antrim Rd Newtownabbey BT36 4RH,no_phone,Burgers,no_pricerate,no_website,1 review,"I treated myself to a two course meal here and it was just ok. The restaurant was pretty empty, smelt like a cafe and was cold-although the waitress did blast the heating. ||| I ordered ribs to start. Good portion size with salad leaves!!! And purple slaw which was nice. Ribs were tough and not a lot of sauce. Have had better.  ||| Onto mains I ordered the haddock and garlic chips. Great portion size and crispy batter, delicious peas and tartare sauce. There was only a hint of garlic on my chips which did disappoint. Staff too busy chatting to even do a call back!! All for £17....Won't rush back"
Toto Chinese Restaurant,Monkstown Village Centre Newtownabbey BT37 0HB,028 9086 0389,Chinese,££,no_website,3 reviews,"Even though it only scored 1/5 stars with the food hygiene board the food was nice. The salted chilli chicken balls and satay sauce were very nice. It seemed clean to me and you could watch them cook. Worth a try! ||| On Tuesday 18th I had the misfortune to walk into this place and purchase sweet and sour pork and honey chilli chicken.  Really I should have had more sense when I saw the two young boys blundering round the kitchen looking like younger versions of Manuel from Faulty Towers, but as I have had food before from there and it was OK I stupidly went ahead. ||| The chips were like rubber, and cold.  The stir fried vegetables that came with the pork were actually raw onion and raw red and green peppers.  The pork itself was 99% fat, and the whole thing was cold.  Normally Im not a fussy eater and can scarf well nigh anything, but this got scraped into the bin (I didn't want to give the dog stomach upset). ||| I thought I would give the owner/manager a chance to resolve things, and gave him a call, explaining that I had literally had to scrape £15.00 worth of food into the bin.......now if he knew anything about Customer Service he could have kept my custom, and I would have recommended Totos, as anyone can have an off night, but his suggestion that he would ""give me a bit of discount off my next order"", was frankly ludicrous, I was not going to throw good money after bad. ||| A proper way to handle my complaint would have been to apologise profusely for my waste of time driving over, and to send a perfectly cooked dish to my door, so I would have got what I'd paid for.  Since speaking to others its clear that this place has gone way downhill, it only has one star for hygiene, and the food is appalling. ||| I have never ever wrote a review but this place nearly killed me tonight. Had a simple curry half and half and burped 2 hours later...well whatever I repeated was Satan in my throat! Yoghurt, milk, banana did not defeat Satan! My throat felt like it had been raped by little nicky! Whatever is in their curry is worse than an Islamic extremist with a suicide vest on! Sorry to to but I have a strong stomach and i asked my girlfriend to phone an ambulance!  ||| I'm ok now after 4 hours of praying. ..I'm now a Christian!"
Radhuni,16b Carnmoney Glengormley BT36,028 9084 7171,Indian Modern European Burgers,no_pricerate,radhuniglengormley.co.uk,1 review,"Just had the most amazing meal in here, this is a brilliant BYO restaurant and take away at the bottom of the carnmoney road so hidden away you could miss it - but to do so would be missing out!! The staff are so friendly and after dining here with two friends I will definitely be back. Each course was served at your own pace and you were never rushed to finish, your next course was not started until you asked for it. ||| Flavoursome and tasty - make sure you visit this place before it becomes to popular and you can't get a seat!!"
Maloneys Chippy,Monkstown Village Centre Monkstown Road Newtownabbey BT37 0HS,028 9086 4660,Fish & Chips,no_pricerate,no_website,1 review,"Good food, little wait, not too bad of a price."
Fountain House,484a Antrim Rd Newtownabbey BT36 5DA,028 9080 4466,Chinese,£,no_website,4 reviews,"By far the nicest Chinese takeaway in the whole of glengormley staff are lovely food is amazing and so fast with your order and it's so cheap also for the amount u get my favourite Chinese by far ||| I believe this is the finest Chinese Take away in Glengormley. Ordered Chicken balls, chips and curry sauce.... all for £5.30. Very quick to make and serve. Great service. ||| This Chinese is always a corner stone of my lazy Friday night plans. Fountain house is a simple little takeaway that does your run of the mill Chinese takeaway menu. A good mix of Chinese and European dishes that caters for most palates, though I have to say I would struggle to find something spicy enough to suit mine.  ||| It is strange that I would single out Fountain House from the other multitude of Chinese takeaways in Belfast, but I have to say it deserves to be. It does a delivery service that never takes much longer than thirty minutes to arrive at your door, although you have to be within a 3 mile radius of the place to avail of this, and incur the nominal 50p delivery charge. However, if you call ahead to place an order for collection you could be eating within fifteen minutes, and that's pretty convenient. ||| I tend to review a lot of Chinese takeaways - mainly because there are a lot of them in our area, and also because we try so many that I just can't help myself! They have a full, good sized menu, with lots of choice, and my husband is a big fan of thier Satay dishes, and I really like thier Sweet and Sour chicken, as thier battered chicken balls are actually quite tender and nice, which is a fresh change from the usual tough (weird bits) of chicken that usually go into other restaurants chicken balls. The food is good value too, and they deliver promptly and the food is always hot and you can tell it hasn't been sitting in the car too long. The staff are really nice too."
Yum Sing,Carnmoney Road Glengormley Newtownabbey BT36 6HD,028 9083 8882,Takeaway & Fast Food Chinese,no_pricerate,no_website,3 reviews,"Best Chinese in Glengormley. The girl taking the orders is lovely.  ||| Food is consistently great. ||| Would eat from here quite regularly when up at my friends in Glengormely, and it has recently moved premises. We ordered a delivery of salted chilli chicken and chicken curry both with fried rice and an extra portion of salted chilli chips and extra tub of curry - this was more than enough for 3 people and there was some left over as well. Delivery was quick and the order was with us within 20mins, and everything was lovely with the chicken curry having large chunks of onions and mushrooms which I love.  ||| We also got a portion of prawn crackers free with our order and I found these to taste a bit funny, quite like a chemical taste which I found odd and ruined my favourite part of the meal. ||| It wouldn't put me off ordering for them again as it was just a small part of the overall meal. ||| Was a regular customer with yum sing- lnew Chinese on Carmoney road. I ordered weekly, beef or chicken curry for a period of 5 months. Thoroughly enjoyed the curry- nice and spicy..... Until...... Got a lovely long black hair mixed in with the beef curry.  My household has blonde hair so there is no way this came from our home. Never ordered again from them. Very very disappointing as the curry was beautiful.  Will never eat here again.  ||| Rating is low due to the obvious hygiene issue. If this had not of been detected, I would be giving them a four star on food."
Cafe Alfresco,Unit 5 Ferbro Buildings 335 Antrim Rd Glengormley BT36 5DZ,028 9083 8588,Pizza Steakhouses,£,no_website,4 reviews,"Café Alfresco (Glengormley branch) is currently closed for a complete refurbishment and make over. I'll update when the work is completed. But for now, I'm totally gutted. I came here the other day just for some of their coleslaw. Man I coulda cried! Normally Alfresco are known for their out of this world pizzas and relatively inexpensive foods. There are two branches of this café in Newtownabbey; one in the Abbey Centre and one in Glengormley. Both branches are frequented by local employees / staff from nearby shop on their lunch breaks who don't want to eat junk food or fast food, instead preferring the healthier option. Because of this it can mean that it gets very busy around noon / lunch time, but if you come later or earlier than this you'll generally find a great service, lovely staff and some scrummy sandwiches. It's a good option for the health conscious. Their dishes range from their gorgeous garlic sauté potatoes, substantial stews, mouth watering pizzas, plentiful pasta tubs (which come in a really good size) tempting toasties (my favourite!) lovely lasagne, I could go on but I'll leave it to you to go try it out. You can choose the greasy option, but if you like they'll make you up a superior salad bowl with stunning sauces or try one of the beautiful baked potatoes. Yum! ||| Café Alfresco in Glengormley is one of a branch of two, the other being in the massive Abbeycentre shopping complex a mile or so down the road.  ||| The one in the Abbeycentre always seems to flat out busy.  This one, in Glengormley, is not.  To me, I find it a wonder that it still lives, even though it's been fairly likeable any time me or the clan has been in.   ||| There is a current drive to regenerate Glengormley - much needed - and I can only hope that places like here live long enough to see it, because it really is quite good.  There's no extravagance, no overpriced dishes.  It's nice and bright inside, and the service is friendly.  It's not often I would order a steak when I'm out, and I would consider pepper sauce to be predictable and boring - but here, it's hard to fault otherwise. ||| A couple of days ago, I was walking past and decided to peruse the menu (I make a point of this with any restaurant I walk past - I might pop out for a pint of milk, get distracted and be gone for two hours sometimes) - the menu wasn't displayed, just an A-board saying 'Tonight - Serving Only Pizzas and Side Dishes.' ||| Oh God, I thought - could this be the beginning of the end?  Have they laid off everybody but the 17 year old KP? Or, are all the staff out celebrating the fact that they've destroyed their quarterly targets? ||| Hopefully the latter. ||| Cafe Alfresco and its takeaway Pizzarella has a 'deep pan' approach to pizza. Unlike the more traditional thin crust that you might be used to on pizza, they do things a bit differently. They also make sure you get a good helping of cheese on the pizza, which is great at the time of eating it, but maybe a little bit of a regret come bed time. ||| My favourite pizza from here has to be the meat feast. It is just covered with as many different types of meat that you could possibly think could go on a pizza. It actually has full rashers of bacon on it, which I have to admit is something special. ||| They cook their pizza in a traditional pizza oven, which adds another depth to the flavor of the pizza, and they do a fairly efficient delivery service too. Pizza prices range from  £3 to £7.50 and feature two sizes, 9"" and 12"". ||| Café Alfresco does some fantastic pizzas. They are different in terms of the usual Belfast Pizzeria in that the pizza's are deep pan. I'm not usually a fan of deep pan pizzas but this place is the exception. They cook their pizza's to the highest standards and all toppings are top quality. Their vegetarian pizza can be a little on the watery side due to the size of the base, the vegetables can really get soak in and even then its fantastic. They pepperoni pizza is something you can't go wrong with. At around £7 for the 12inch it's great value. You have to wait a little while for the large amount of cheese to stop being thoroughly molten hot, but it's worth that wait!"
Cafe Zest,Valley Leisure Centre Church Rd Newtownabbey BT36 7LJ,028 9086 1211,Cafes,no_pricerate,no_website,1 review,"It's called the Cafe Aroma. Does fantastic coffee and tea, as well as soft drinks-but as a sports centre should really have much less unhealthy food!? There are also delicious hot foods and sweet dishes on offer."
China Court,17a Ballyclare Rd Glengormley Newtownabbey BT36 5EU,028 9084 0352,Takeaway & Fast Food Chinese,£,no_website,3 reviews,"Oh wow! First things first, Five star!! And secondly, the story behind this rating ... In a desperate hunt for some yummy noodles to fill my tummy I typed noodles in to the Yelp search section for Glengormley and was slightly horrified to find nearly every review was me harping on about the highs and lows of Chinese restaurants in the area. So, slightly dismayed, I decided to settle for a pizza and that's when I  happened across the greatness that is China Court (which used to be the not so great Jasmine House) So, in true Yelp style I set out to bring you the front line news from the streets of Glengormley. Braving the elements I made a dash for China Court.  God love them because the place was completely empty, guess it can be forgiven seeing as it was 9:30 on Wednesday night, but after a brief glance at the menu and a friendly smile from the waiter, it was settled, I would try China Court out for size. So, flicking past the curries, Cantonese, steaks or European section my eyes lit up at their noodle selection. Not only did they offer a range of chow mein dishes they also offered udon noodles, proper Japanese style! Oh yeah! Seriously, some things are meant to be, and me finding this restaurant was one of them! So, choice decided I sat down at the comfortable waiting area and flicked through the papers. I even read tomorrows papers today, I mean, beat that for convenience! ... Fair enough the Newtownabbey Times offices are round the corner and they must deliver early, but I thought it was pretty cool! Breaking news having broke, my dish was served all boxed and bagged and I set off as a happy bunny in to the night, When I got home I was an even happier bunny as I started tucking in to my food; a special starter and special udon. Wowww! Their noodles ... I literally think I'll dream about them! They were thick, juicy and cooked to perfection. Ah, I could go on and on, but I won't, purely cause I'd say you're not all huge noodle oodle loving monsters like me, but wow, if you are, join in my delight and order some from here. I'm not even exaggerating; they're some of the best I've tasted. MMMmmm yummm, plus the special mix of meats were tantalisingly tasty, my tastebuds were truly tickedled! The starter was a mix of prawn toast, prawn butterfly, ribs, satay and spring rolls. I will with out a doubt be back here. I can't wait! I'll update with hopefully glowing reviews, so until next time. Suzi B out with a satisfied tummy!  ||| ! ||| The nicest Chinese that I have ever tasted in Northern Ireland! Also, if you are looking for some fried ice cream, they can hook you some up!  ||| EDIT 9 JUNE 2014:  ||| I went here last month and got slight food poisoning. I will not be going here ever again and I don't recommend going either. It is illegally open as it doesn't have a food hygiene rating, which is legally required for any businesses that sell food. I have changed the rating from 5 to 1.  ||| Eat at your own risk, I would not suggest getting anything with meat in it, maybe deep fried ice cream, which puts it up a star (from one star) ||| Cold.  Dull.  At least a month of dust in windows. Smeared wipe marks all over tables.  ||| And that's not the worst. I decided against my better judgment and  stayed as I didn't want to cause a fuss.  ||| Older oriental lady wearing a pink coat took the order. After a short wait and a lot of yelling in the kitchen are meal arrived.  The meal looked ok. But when the lady went behind her we bar sink payment area she hacked up a spit and spat in the sink. ||| Omg I was near sick. Never, never ever again.. After a small and easy investigation I discovered they don't haven't passed their hygiene. ||| Do yourself a favour and stay well away"
Raffertys,858 Shore Road Newtownabbey BT36 7DQ,028 9036 4477,Sandwiches,no_pricerate,no_website,no_reviews,No Reviews
The Railway Fryer,1-3 Crescent Corner Newtownabbey BT36 5PB,028 9083 5022,Fish & Chips,no_pricerate,no_website,3 reviews,"Always eat from here. No complaints at all , just around the corner from me but would still get from it if it was 10 miles away..... ||| Probably the best chippy about, next to the Bethany of course. Food always fresh and never had a complaint. Is just around the corner from where I live, so it's easy to get a quick snack or a nice dinner. ||| I got a fish supper from here earlier and it was definitely worth the wait. Got there early, ordered it and didn't have to wait too long. The batter was crisp and chips nice big thick ones, a good Chippy!!"
Puccini's,2A Hightown Road Glengormley Newtownabbey BT36 7UA,028 9084 7388,Cafes,no_pricerate,no_website,3 reviews,"It's quite nice to have a cafe like this in the middle of Glengormley, given that the village is known for consisting mostly of chippies and estate agents! ||| Puccini's has been open for a few years now and seems to be doing well enough. Personally, I enjoy going in there for a fry of a Sunday morning. It's cheap, tasty and they don't skimp on the mushrooms! What's not to love? ||| I suppose compared to some other cafes, Puccini's is a little run down looking, and it is really small, so if you've got a wheelchair or a buggy, forget it. But given that Glengormley isn't that well served for places like this, it's a winner in my book. ||| This has to be one of the best value cafes anywhere let alone Glengormley. Very reasonable priced menu with top quality food. Excellent service. Give it a try and don't forget to check out the daily chefs specials. ||| I live quite near this little cafe, and had never once been inside to try out what it had to offer, mainly because Glengormley town centre isn't exactly a gorgeous place to hang out, but also because there is a severe lack of parking and accessibility for it - unless you want to sneakily park in the bank across the street and hope no-one sees you! But it's a nice cafe, with good food and pleasant service, which I discovered when I went recently with a pal who is expecting a baby and for that reason isn't going very far from home these days! But we enjoyed a nice snack and pot of tea and had a good catch-up and gossip."
J's American Diner,335 Antrim Road Glengormley Newtownabbey BT36 5DZ,028 9083 8588,American (Traditional),no_pricerate,no_website,no_reviews,No Reviews
